title,artist,added
Get A Life (Explicit),Salva,Eternity2Eternity
OK (feat. Don Toliver) (Explicit),"Kanye West, Ye, Don Toliver",Noah Schak
One Kiss (ZHU Remix),"Calvin Harris, Dua Lipa",Eternity2Eternity
2 Phones (Explicit),Kevin Gates,Slattery
White Lines,"Grandmaster Flash, The Furious Five",Ann Redg8
FIND OUT (Explicit),Delivery Boys,flaco_kream
Tear It Up (Explicit),"Big Tymers, B.G., Lil Wayne",flaco_kream
Jason & The Czargonauts (Explicit),"CZARFACE, MF DOOM, Del Tha Funkee Homosapien",Dr Fiddleballs
X Gon’ Give It To Ya (1950s Acoustic Soul) (Explicit),The Soul Jazz Era,maltliquorkicker
Feelin' It (Explicit),JAY-Z,flaco_kream
Down And Out (Explicit),"Cam'ron, Kanye West, Syleena Johnson",Mercules14
Dough (Explicit),Key Glock,flaco_kream
Roll Up (Bauuer Remix),Flosstradamus,Cali_Sober
No Limit Soldiers (Explicit),TRU,flaco_kream
Dirty Old Bossa Nova,The Howard Roberts Quartet,CMac
Daydreamin' (feat. Jill Scott) (Explicit),"Lupe Fiasco, Jill Scott",maltliquorkicker
Put It Down,"Tokimonsta, Anderson .Paak, Krane",johnnyrandomwalker
